Ep 5220	Last score: 253.82	Moving average score: 450.80
Ep 5230	Last score: 771.07	Moving average score: 464.32
Ep 5240	Last score: 522.38	Moving average score: 460.10
Ep 5250	Last score: 800.26	Moving average score: 447.39
Ep 5260	Last score: 870.94	Moving average score: 451.67
Ep 5270	Last score: 404.37	Moving average score: 455.46
Ep 5280	Last score: 574.72	Moving average score: 456.37
Ep 5290	Last score: 343.72	Moving average score: 458.85
Ep 5300	Last score: 470.36	Moving average score: 470.48
Ep 5310	Last score: -26.96	Moving average score: 465.34
Ep 5320	Last score: 56.08	Moving average score: 457.64
Ep 5330	Last score: 476.08	Moving average score: 457.67
Ep 5340	Last score: -18.07	Moving average score: 441.27
Ep 5350	Last score: 284.78	Moving average score: 435.29
Ep 5360	Last score: 831.94	Moving average score: 443.38
Ep 5370	Last score: 750.64	Moving average score: 452.32
Ep 5380	Last score: 356.64	Moving average score: 444.16
Ep 5390	Last score: 686.66	Moving average score: 452.23
Ep 5400	Last score: 855.04	Moving average score: 460.33
Ep 5410	Last score: 56.07	Moving average score: 457.48
Ep 5420	Last score: 638.67	Moving average score: 472.87
Ep 5430	Last score: 842.00	Moving average score: 460.28
Ep 5440	Last score: 617.95	Moving average score: 465.14
Ep 5450	Last score: 490.94	Moving average score: 459.58
Ep 5460	Last score: 343.00	Moving average score: 455.21
Ep 5470	Last score: 458.17	Moving average score: 457.15
Ep 5480	Last score: 286.09	Moving average score: 454.22
Ep 5490	Last score: 531.65	Moving average score: 458.67
Ep 5500	Last score: 527.07	Moving average score: 459.86
Ep 5510	Last score: 501.03	Moving average score: 466.66
Ep 5520	Last score: 789.00	Moving average score: 465.14
Ep 5530	Last score: -17.94	Moving average score: 468.55
Ep 5540	Last score: 719.94	Moving average score: 465.88
Ep 5550	Last score: 618.64	Moving average score: 466.67
Ep 5560	Last score: 785.24	Moving average score: 461.06
Ep 5570	Last score: 56.09	Moving average score: 469.33
Ep 5580	Last score: 740.79	Moving average score: 475.01
Ep 5590	Last score: 286.81	Moving average score: 460.31
Ep 5600	Last score: 321.47	Moving average score: 464.78
Ep 5610	Last score: 721.64	Moving average score: 466.79
Ep 5620	Last score: -18.00	Moving average score: 445.76
Ep 5630	Last score: 276.24	Moving average score: 436.46
Ep 5640	Last score: 428.94	Moving average score: 438.20
Ep 5650	Last score: 463.93	Moving average score: 450.15
Ep 5660	Last score: 829.66	Moving average score: 448.28
Ep 5670	Last score: 56.10	Moving average score: 423.76
Ep 5680	Last score: 517.69	Moving average score: 438.51
Ep 5690	Last score: 550.03	Moving average score: 448.18
Ep 5700	Last score: 748.67	Moving average score: 469.00
Ep 5710	Last score: 390.93	Moving average score: 469.16
Ep 5720	Last score: 724.12	Moving average score: 463.96
Ep 5730	Last score: 578.35	Moving average score: 463.51
Ep 5740	Last score: 397.09	Moving average score: 472.14
Ep 5750	Last score: -18.10	Moving average score: 472.78
Ep 5760	Last score: 299.96	Moving average score: 457.27
Ep 5770	Last score: 56.05	Moving average score: 447.44
Ep 5780	Last score: 698.72	Moving average score: 458.32
Ep 5790	Last score: 804.45	Moving average score: 462.22
Ep 5800	Last score: 846.02	Moving average score: 471.74
Ep 5810	Last score: 38.69	Moving average score: 475.40
Ep 5820	Last score: 708.30	Moving average score: 478.56
Ep 5830	Last score: 249.14	Moving average score: 491.83
Ep 5840	Last score: 379.93	Moving average score: 502.42
Ep 5850	Last score: 680.95	Moving average score: 505.48
Ep 5860	Last score: -18.05	Moving average score: 505.67
Ep 5870	Last score: 14.66	Moving average score: 502.19
Ep 5880	Last score: 684.08	Moving average score: 522.47
Ep 5890	Last score: 393.56	Moving average score: 543.22
Ep 5900	Last score: 56.06	Moving average score: 528.93
Ep 5910	Last score: 829.27	Moving average score: 544.39
Ep 5920	Last score: 34.91	Moving average score: 533.83
Ep 5930	Last score: 49.87	Moving average score: 535.19
Ep 5940	Last score: 642.23	Moving average score: 548.16
Ep 5950	Last score: 887.43	Moving average score: 559.28
Ep 5960	Last score: -17.97	Moving average score: 556.56
Ep 5970	Last score: 497.82	Moving average score: 552.29
Ep 5980	Last score: 584.92	Moving average score: 525.75
Ep 5990	Last score: 380.02	Moving average score: 515.02
Ep 6000	Last score: 18.74	Moving average score: 501.40
Ep 6010	Last score: 262.92	Moving average score: 491.39
Ep 6020	Last score: 509.97	Moving average score: 500.29
Ep 6030	Last score: 763.96	Moving average score: 500.04
Ep 6040	Last score: 496.05	Moving average score: 500.77
Ep 6050	Last score: 739.04	Moving average score: 502.54
Ep 6060	Last score: -18.08	Moving average score: 512.10
Ep 6070	Last score: 329.70	Moving average score: 492.40
Ep 6080	Last score: 626.89	Moving average score: 498.38
Ep 6090	Last score: 369.59	Moving average score: 503.26
Ep 6100	Last score: 789.36	Moving average score: 514.88
Ep 6110	Last score: 632.76	Moving average score: 515.36
Ep 6120	Last score: -17.99	Moving average score: 502.72
Ep 6130	Last score: 515.20	Moving average score: 496.87
Ep 6140	Last score: 811.48	Moving average score: 483.64
Ep 6150	Last score: 56.07	Moving average score: 481.77
Ep 6160	Last score: 619.72	Moving average score: 493.16
Ep 6170	Last score: 254.40	Moving average score: 491.21
Ep 6180	Last score: 469.50	Moving average score: 476.37
Ep 6190	Last score: 778.23	Moving average score: 465.33
Ep 6200	Last score: 338.13	Moving average score: 467.69
Ep 6210	Last score: 677.54	Moving average score: 471.72
Ep 6220	Last score: 17.37	Moving average score: 465.93
Ep 6230	Last score: 447.52	Moving average score: 463.78
Ep 6240	Last score: 461.66	Moving average score: 471.97
Ep 6250	Last score: 788.37	Moving average score: 477.35
Ep 6260	Last score: 789.10	Moving average score: 492.52
Ep 6270	Last score: 681.89	Moving average score: 495.33
Ep 6280	Last score: 824.02	Moving average score: 488.84
